,parkmeter_id,user_type,payment_method,amount,duration_hours,parking_start,parking_end,parkmeter_address,arrondissement,system,residential_area,hourly_rate,parkmeter_coordinates
18177932,97831203,Résident,Paris Carte,1.0,15.38,2014-08-12 18:01:31,2014-12-15 17:01:31,119 RUE VIEILLE DU TEMPLE,3,MIX,3E,4.0,"48.8608959999, 2.362354"
14538868,21161101,Rotatif,Paris Carte,2.4,1.0,2014-12-15 15:06:49,2014-12-15 16:06:49,85 RUE DE CLICHY,9,ROT,9E,4.0,"48.8827170003, 2.32769299977"
14066977,81050403,Rotatif,CB,1.5,1.25,2014-10-01 10:41:41,2014-10-01 12:15:00,35 AVENUE REILLE,14,MIX,14G,2.4,"48.8239859999, 2.33471699964"
18286691,38240303,Rotatif,CB,7.2,2.0,2014-12-29 14:12:24,2014-12-29 16:12:24,37 AVENUE FRANKLIN D ROOSEVELT,8,ROT,8E,4.0,"48.8677789995, 2.31000099935"
15478778,68030404,Rotatif,CB,0.9,0.75,2014-01-24 12:28:38,2014-01-24 13:13:38,96 RUE NOLLET,17,MIX,17R,2.4,"48.8882109998, 2.3193040002"
16700363,15180302,Rotatif,Paris Carte,0.3,0.25,2014-12-16 06:01:34,2014-12-16 10:15:00,0 RUE DU CAPORAL PEUGEOT,17,MIX,17M,2.4,"48.8875699997, 2.28930299988"
21524829,16920204,Rotatif,CB,4.8,2.0,2014-10-23 11:11:48,2014-10-23 13:11:00,30 RUE CHALIGNY,12,MIX,12G,2.4,"48.8482879999, 2.38415800018"
22169168,61090602,Rotatif,CB,2.4,2.0,2014-10-22 10:07:45,2014-10-22 13:00:00,32 QUAI DE LA MARNE,19,MIX,19K,2.4,"48.8902659998, 2.38401099945"
14490991,87350105,Rotatif,Paris Carte,7.2,2.0,2014-11-12 13:47:34,2014-11-12 15:47:34,17 RUE SAINT PLACIDE,6,ROT,6F,4.0,"48.8491500001, 2.32539199972"
5294498,80590601,Rotatif,CB,2.4,1.0,2014-02-07 13:34:43,2014-02-07 14:34:43,91 AVENUE RAYMOND POINCARE,16,MIX,16F,2.4,"48.8704179998, 2.28497899997"
8072222,97290201,Rotatif,CB,2.4,2.0,2014-10-07 18:14:05,2014-10-07 20:14:05,13 RUE VIALA,15,MIX,15M,2.4,"48.8503620001, 2.29084099944"
7110750,89780904,Rotatif,CB,2.1,1.75,2014-05-05 16:37:27,2014-05-05 18:22:27,78 AVENUE SIMON BOLIVAR,19,MIX,19J,2.4,"48.8765710004, 2.37510600058"
15118160,98531001,Résident,CB,0.65,10.0,2014-11-13 00:31:12,2014-12-12 20:00:00,0 BOULEVARD VINCENT AURIOL,13,MIX,13L,2.4,"48.8316039999, 2.35888000061"
11799977,76690106,Rotatif,Paris Carte,0.9,0.75,2014-02-06 18:41:19,2014-02-06 19:26:19,0 AVENUE DE LA PORTE DE LA PLAINE,15,ROT,15U,2.4,"48.8290520002, 2.29212299933"
10534857,38730101,Rotatif,CB,4.8,2.0,2014-03-18 14:46:22,2014-03-18 16:46:22,11 RUE FROIDEVAUX,14,MIX,14L,2.4,"48.8346180001, 2.33029499997"
21894615,87800201,Rotatif,CB,4.2,1.75,2014-10-30 12:50:22,2014-10-30 14:35:00,26 vis-à-vis RUE SAINT VINCENT,18,MIX,18F,2.4,"48.8884369999, 2.34075700026"
6763236,32660503,Rotatif,CB,2.4,2.0,2014-08-04 15:07:16,2014-08-04 17:07:16,43 AVENUE EMILE ZOLA,15,MIX,15M,2.4,"48.846434, 2.2826120003"
9767772,23871501,Rotatif,Paris Carte,0.6,0.25,2014-04-24 12:17:37,2014-04-24 12:32:37,97 RUE DE COURCELLES,17,ROT,17J,2.4,"48.8806179996, 2.30151200033"
8760341,36630402,Rotatif,CB,2.4,1.0,2014-04-28 11:43:50,2014-04-28 12:43:50,70 BOULEVARD FLANDRIN,16,MIX,16J,2.4,"48.8689840001, 2.27451599934"
10040182,42820102,Résident,Paris Carte,3.1,47.69,2014-02-05 10:03:15,2014-09-05 18:44:47,6 RUE DU GRAND PRIEURE,11,MIX,11G,4.0,"48.8648769998, 2.36922000005"
6970544,25842701,Rotatif,CB,2.4,2.0,2014-04-07 06:39:35,2014-04-07 13:00:00,221 AVENUE DAUMESNIL,12,MIX,12M,2.4,"48.8382270003, 2.39955000059"
22913887,96230204,Rotatif,CB,4.8,2.0,2014-10-17 18:59:58,2014-10-17 20:59:58,29 terre-plein BOULEVARD DE VAUGIRARD,15,ROT,15H,2.4,"48.8414260002, 2.31824399984"
19663315,5640102,Résident,CB,3.25,50.0,2014-11-30 20:52:34,2014-05-12 21:00:00,3 vis-à-vis RUE AUGUSTE MIE,14,MIX,14L,2.4,"48.8370810004, 2.32356799993"
3637956,66260502,Rotatif,Paris Carte,0.6,0.5,2014-03-14 14:14:12,2014-03-14 14:44:12,36 AVENUE MOZART,16,ROT,16S,2.4,"48.8562289999, 2.27109500014"
23517050,80410704,Rotatif,Paris Carte,0.9,0.25,2014-10-10 10:50:17,2014-10-10 11:15:00,32 AVENUE RAPP,7,MIX,7E,4.0,"48.8582319999, 2.30012699977"
22056413,90850701,Rotatif,Paris Carte,2.4,2.0,2014-10-31 14:31:08,2014-10-31 16:31:00,39 RUE STENDHAL,20,MIX,20L,2.4,"48.8626060802, 2.40063469994"
2186421,43130304,Rotatif,CB,2.4,2.0,2014-07-22 15:17:52,2014-07-22 17:17:52,0 QUAI DE GRENELLE,15,MIX,15M,2.4,"48.851455, 2.28492900035"
2882501,44850403,Rotatif,Paris Carte,1.8,0.5,2014-12-07 19:40:34,2014-07-15 11:10:34,9 BOULEVARD HAUSSMANN,9,ROT,9G,4.0,"48.8724269997, 2.33641700057"
11006725,12550303,Rotatif,CB,2.4,2.0,2014-01-30 10:57:27,2014-01-30 12:57:27,41 RUE BRANCION,15,MIX,15S,2.4,"48.8337959998, 2.30448400001"
10573089,75040201,Résident,Paris Carte,3.25,50.0,2014-03-06 11:52:34,2014-11-06 11:52:34,5 RUE PIXERECOURT,20,MIX,20M,2.4,"48.8704849999, 2.39540100063"
2302482,57080501,Rotatif,Paris Carte,1.6,0.67,2014-07-22 16:30:13,2014-07-22 17:15:13,33 RUE DE LISBONNE,8,MIX,8J,4.0,"48.8775619998, 2.31293000066"
14406101,61831306,Rotatif,CB,4.8,2.0,2014-11-12 15:23:53,2014-11-12 17:23:53,112 RUE DE MAUBEUGE,10,ROT,10G,4.0,"48.8836320004, 2.35542600038"
22370865,80290106,Rotatif,CB,2.4,2.0,2014-10-17 18:37:01,2014-10-17 20:37:01,18 bis RUE DU RANELAGH,16,MIX,16P,2.4,"48.8535489998, 2.27826399959"
9100535,22890402,Rotatif,Paris Carte,4.8,2.0,2014-01-04 09:46:13,2014-01-04 12:00:00,16 RUE DE CONSTANTINOPLE,8,MIX,8L,4.0,"48.8802960004, 2.31970700017"
4470734,99170203,Rotatif,CB,7.2,2.0,2014-10-09 13:15:12,2014-10-09 15:15:12,11 vis-à-vis PLACE DES VOSGES,4,MIX,34F,4.0,"48.855438, 2.36468299958"
1399420,86481601,Rotatif,CB,3.6,1.0,2014-09-18 19:25:38,2014-09-18 20:25:38,267 RUE SAINT JACQUES,5,MIX,5E,4.0,"48.841543, 2.34132300047"
21111508,38300101,Rotatif,Paris Carte,0.6,0.5,2014-03-11 10:36:22,2014-03-11 11:06:22,3 RUE DE LA FRATERNITE,19,MIX,19M,2.4,"48.8814980002, 2.39355900025"
12817478,11540802,Résident,Paris Carte,0.65,10.0,2014-02-21 11:26:41,2014-02-24 11:26:41,60 RUE DE BOULAINVILLIERS,16,MIX,16P,2.4,"48.8578820002, 2.27485899938"
13675304,69521103,Rotatif,CB,3.6,1.0,2014-02-17 18:57:24,2014-02-17 19:57:24,85 QUAI D ORSAY,7,MIX,7G,4.0,"48.8622220001, 2.30342600046"
11307514,92300802,Résident,CB,3.25,50.0,2014-10-02 10:04:24,2014-02-14 20:00:00,98 RUE DU THEATRE,15,MIX,15L,2.4,"48.8467590002, 2.29356399959"
6341304,82081203,Résident,CB,3.25,50.0,2014-04-04 13:36:34,2014-11-04 12:36:34,69 BOULEVARD RICHARD LENOIR,11,MIX,11G,4.0,"48.8606830002, 2.37210200038"
23840412,38750101,Rotatif,Paris Carte,2.7,0.75,2014-09-30 18:44:16,2014-09-30 19:29:16,5 RUE FROISSART,3,MIX,34F,4.0,"48.861414, 2.36651200029"
15447056,58320102,Rotatif,Paris Carte,0.9,0.25,2014-01-29 15:10:56,2014-01-29 15:25:56,4 RUE DE LUBECK,16,MIX,16I,2.4,"48.8671509998, 2.29466400064"
5796490,10740401,Résident,CB,0.65,10.0,2014-01-07 19:01:42,2014-02-07 19:01:42,31 RUE BOISSIERE,16,MIX,16I,2.4,"48.8665229997, 2.29057799995"
4888358,20690603,Rotatif,Paris Carte,1.8,0.5,2014-07-30 19:35:04,2014-07-30 20:05:04,69 RUE CLAUDE BERNARD,5,MIX,5E,4.0,"48.8410479996, 2.34389500012"
22317674,88770104,Rotatif,CB,7.2,2.0,2014-10-24 11:44:01,2014-10-24 13:44:00,4 bis RUE DE SCHOMBERG,4,MIX,34F,4.0,"48.8492369996, 2.36330099986"
18312653,69800701,Rotatif,Paris Carte,0.3,0.25,2014-12-30 10:17:26,2014-12-30 10:32:26,81 bis RUE DE L OURCQ,19,MIX,19E,2.4,"48.8926579999, 2.37820899977"
19935027,21132102,Rotatif,Paris Carte,4.2,1.75,2014-11-20 14:43:43,2014-11-20 16:28:43,108 BOULEVARD DE CLICHY,18,MIX,18F,2.4,"48.8843690003, 2.33113299982"
5451542,53930101,Rotatif,CB,2.4,2.0,2014-04-06 16:16:45,2014-04-06 18:16:45,7 AVENUE DE LAUMIERE,19,MIX,19H,2.4,"48.8830460002, 2.38108700039"
23862600,48690202,Rotatif,CB,0.9,0.25,2014-09-23 12:47:41,2014-09-23 13:02:41,6 RUE JEAN CARRIES,7,MIX,7F,4.0,"48.8525250003, 2.29935699976"
20037182,58320301,Rotatif,CB,7.2,2.0,2014-11-28 16:00:57,2014-11-28 18:00:57,27 RUE DE LUBECK,16,MIX,16I,2.4,"48.8651629999, 2.29205100045"
13343747,40690203,Rotatif,Paris Carte,2.4,2.0,2014-12-17 11:08:19,2014-12-17 13:08:19,15 AVENUE DU GENERAL MANGIN,16,MIX,16P,2.4,"48.8539970002, 2.28070999978"
3428488,74490102,Résident,Paris Carte,0.65,10.0,2014-07-25 13:03:00,2014-07-28 13:03:00,8 RUE PIERRE L ERMITE,18,MIX,18H,2.4,"48.8855700003, 2.35500500057"
21433208,74011201,Rotatif,CB,2.4,1.0,2014-10-29 10:24:50,2014-10-29 11:24:00,79 ter BOULEVARD DE PICPUS,12,ROT,12H,2.4,"48.8471699998, 2.39911699974"
21271681,46930102,Rotatif,CB,7.2,2.0,2014-03-01 16:30:48,2014-03-01 18:30:48,2 AVENUE D IENA,16,MIX,16H,2.4,"48.8631060002, 2.29233099939"
10702688,55840201,Rotatif,Paris Carte,2.4,2.0,2014-02-06 12:19:57,2014-02-06 14:19:57,25 AVENUE LEOPOLD II,16,MIX,16U,2.4,"48.8525750004, 2.27127999952"
21971414,35181808,Rotatif,CB,2.4,1.0,2014-10-13 19:11:49,2014-10-13 20:11:49,222 RUE DU FAUBOURG SAINT HONORE,8,ROT,8G,4.0,"48.8758690004, 2.30343000027"
12493791,90940102,Résident,Paris Carte,3.25,50.0,2014-03-18 08:49:42,2014-03-24 20:00:00,7 vis-à-vis RUE STHRAU,13,MIX,13S,2.4,"48.8278320001, 2.36679300015"
1440366,120201,Résident,Paris Carte,3.25,50.0,2014-01-07 11:26:52,2014-08-07 12:26:52,27 RUE DE L ABBE GROULT,15,MIX,15P,2.4,"48.8417590001, 2.29480300053"
23899326,15760201,Résident,CB,3.25,50.0,2014-09-23 20:29:13,2014-09-30 20:29:13,13 RUE DES CARRIERES D AMERIQUE,19,MIX,19M,2.4,"48.8848279999, 2.3930379996"
20292986,66060106,Rotatif,Paris Carte,0.3,0.25,2014-11-13 10:21:05,2014-11-13 10:36:05,20 RUE DU MOULIN VERT,14,MIX,14M,2.4,"48.8297920001, 2.323661"
14573138,44030201,Rotatif,Paris Carte,0.6,0.5,2014-02-18 17:03:51,2014-02-18 17:33:51,14 vis-à-vis RUE GUSTAVE CHARPENTIER,17,MIX,17F,2.4,"48.8808339996, 2.28125200062"
11486065,48360102,Résident,Paris Carte,0.65,10.0,2014-03-18 13:44:46,2014-03-19 13:44:46,5 vis-à-vis RUE JASMIN,16,MIX,16S,2.4,"48.8524200001, 2.26750300021"
3904449,74670101,Rotatif,CB,7.2,2.0,2014-05-19 11:33:39,2014-05-19 13:33:39,9 RUE PIERRE NICOLE,5,MIX,5E,4.0,"48.8418719999, 2.34038199973"
22900162,87820201,Rotatif,CB,4.8,2.0,2014-10-15 11:18:34,2014-10-15 13:18:34,19 RUE SAINT VINCENT DE PAUL,10,MIX,10G,4.0,"48.8813140004, 2.35247600014"
20257971,48700104,Rotatif,CB,2.4,2.0,2014-11-20 13:03:03,2014-11-20 15:03:03,18 RUE JEAN COCTEAU,18,MIX,18T,2.4,"48.8996649996, 2.35178399992"
696086,20100201,Rotatif,CB,2.4,2.0,2014-07-25 11:12:54,2014-07-25 13:12:54,4 square vis-à-vis RUE DE LA CHINE,20,ROT,20R,2.4,"48.8651340003, 2.4009149996"
5054254,39270201,Rotatif,Paris Carte,3.6,1.0,2014-12-06 17:50:54,2014-12-06 18:50:54,0 RUE DE GALLIERA,16,MIX,16H,2.4,"48.865876, 2.297033"
19911507,67630102,Rotatif,CB,4.8,2.0,2014-11-13 15:01:32,2014-11-13 17:01:32,2 RUE NICOLAS RORET,13,MIX,13J,2.4,"48.8361049996, 2.35331099947"
1677992,22170601,Rotatif,CB,2.4,2.0,2014-07-24 12:00:27,2014-07-24 14:00:27,71 RUE DE LA COLONIE,13,MIX,13F,2.4,"48.8239419996, 2.35188700015"
15639499,72580304,Rotatif,Paris Carte,0.6,0.25,2014-01-30 13:14:58,2014-01-30 13:29:58,31 vis-à-vis BOULEVARD PEREIRE,17,MIX,17P,2.4,"48.8878240003, 2.30937900045"
22143641,69980102,Rotatif,CB,4.5,1.25,2014-10-22 16:52:19,2014-10-22 18:07:00,6 RUE DE LA PAIX,2,ROT,2E,4.0,"48.8686159998, 2.33071299962"
11731378,66490104,Rotatif,CB,1.5,1.25,2014-03-18 11:58:46,2014-03-18 13:13:46,12 RUE DE MUSSET,16,MIX,16V,2.4,"48.841925, 2.26449600056"
15868005,25340202,Rotatif,Paris Carte,1.5,1.25,2014-10-02 13:37:00,2014-10-02 14:52:00,18 RUE DAMREMONT,18,ROT,18F,2.4,"48.8881680001, 2.33296199987"
11542553,31580102,Rotatif,Paris Carte,1.5,1.25,2014-03-17 18:45:11,2014-03-18 10:00:11,16 RUE EDOUARD ROBERT,12,MIX,12K,2.4,"48.8370045097, 2.39930761999"
20822387,79950102,Rotatif,CB,2.4,2.0,2014-07-11 15:50:22,2014-07-11 17:50:22,6 RUE RAFFAELLI,16,MIX,16X,2.4,"48.8434199997, 2.25575999954"
3038004,36230101,Rotatif,Paris Carte,0.6,0.5,2014-06-23 13:12:19,2014-06-23 13:42:19,5 RUE FERRUS,14,MIX,14H,2.4,"48.8312810003, 2.34081199945"
6054783,82080502,Rotatif,CB,3.0,1.25,2014-06-16 18:23:32,2014-06-16 19:38:32,26 BOULEVARD RICHARD LENOIR,11,MIX,11H,4.0,"48.8565810002, 2.37109199961"
12351365,2600103,Rotatif,Paris Carte,2.7,0.75,2014-02-24 08:57:51,2014-02-24 10:45:00,7 RUE D AMBOISE,2,MIX,2E,4.0,"48.8711080002, 2.33843700026"
16852966,39830302,Rotatif,Paris Carte,1.5,1.25,2014-03-01 15:07:23,2014-03-01 16:22:23,18 RUE DES GATINES,20,ROT,20R,2.4,"48.8659109996, 2.3987010002"
3318839,59760403,Rotatif,Paris Carte,1.5,1.25,2014-06-19 16:59:06,2014-06-19 18:14:06,59 RUE MANIN,19,MIX,19H,2.4,"48.8811340002, 2.38017500065"
4385218,46450306,Rotatif,CB,3.0,1.25,2014-02-06 11:15:17,2014-02-06 12:30:17,40 AVENUE HOCHE,8,MIX,8G,4.0,"48.8756789999, 2.29911899992"
18756700,36250802,Rotatif,CB,2.4,2.0,2014-05-12 11:48:44,2014-05-12 13:48:44,58 RUE FESSART,19,MIX,19L,2.4,"48.8774969996, 2.38193499951"
9873219,83780101,Résident,Paris Carte,3.25,50.0,2014-02-04 11:43:26,2014-09-04 12:43:26,9 RUE ROTTEMBOURG,12,MIX,12M,2.4,"48.8380030001, 2.40491600001"
11821945,38260202,Rotatif,Paris Carte,1.2,1.0,2014-05-19 16:09:21,2014-05-19 17:09:21,18 RUE FRANQUET,15,MIX,15S,2.4,"48.8328429997, 2.30670299989"
378568,47630801,Rotatif,CB,0.3,0.25,2014-07-09 18:15:17,2014-08-09 11:15:00,85 AVENUE D IVRY,13,ROT,13M,2.4,"48.8245090002, 2.36303300023"
14330569,51440105,Rotatif,CB,4.8,2.0,2014-05-02 11:48:33,2014-05-02 13:48:33,23 RUE KELLER,11,MIX,11K,4.0,"48.8551360004, 2.375495"
8821291,40870101,Rotatif,CB,2.4,2.0,2014-04-23 18:02:54,2014-04-23 20:02:54,3 vis-à-vis PLACE DU GENERAL STEFANIK,16,MIX,16X,2.4,"48.8394660003, 2.25603499969"
6542162,39331701,Rotatif,Paris Carte,1.8,1.5,2014-05-19 15:00:07,2014-05-19 16:30:07,139 AVENUE GAMBETTA,20,ROT,20R,2.4,"48.8692130002, 2.40206700045"
1942557,81080104,Rotatif,Paris Carte,0.3,0.25,2014-07-29 17:29:38,2014-07-29 17:44:38,14 BOULEVARD DE REIMS,17,MIX,17M,2.4,"48.8907830004, 2.2985369998"
16149077,92530104,Rotatif,Paris Carte,1.2,1.0,2014-03-01 11:04:40,2014-03-01 12:04:40,10 AVENUE THEOPHILE GAUTIER,16,MIX,16T,2.4,"48.8508189996, 2.27414299988"
17509663,54010101,Résident,Paris Carte,3.25,50.0,2014-12-21 10:59:38,2014-12-29 20:00:00,1 RUE LAURISTON,16,MIX,16F,2.4,"48.8725429996, 2.29323100032"
4056508,42590202,Rotatif,CB,0.9,0.25,2014-07-05 11:31:22,2014-07-05 11:46:22,8 RUE GRACIEUSE,5,MIX,5G,4.0,"48.8422689998, 2.35159499988"
11943688,48770104,Rotatif,Paris Carte,4.8,1.33,2014-02-04 00:29:11,2014-03-03 11:20:00,8 RUE JEAN DE BEAUVAIS,5,MIX,5J,4.0,"48.8498850003, 2.34717699932"
16692295,43920102,Résident,Paris Carte,3.15,48.46,2014-02-01 10:29:02,2014-09-01 11:29:02,8 RUE GUILLAUME TELL,17,MIX,17G,2.4,"48.8839740004, 2.29356299973"
3197633,52460202,Résident,Paris Carte,2.5,38.46,2014-08-07 21:06:22,2014-07-16 21:00:00,16 RUE LAFFITTE,9,MIX,9G,4.0,"48.872763, 2.33762700004"
12933147,52700102,Résident,Paris Carte,3.25,50.0,2014-03-20 13:35:33,2014-03-27 13:35:33,14 RUE LAHIRE,13,MIX,13R,2.4,"48.8298930002, 2.36668899936"
18590297,51590204,Rotatif,CB,2.7,0.75,2014-11-12 15:38:48,2014-11-12 16:23:48,26 AVENUE KLEBER,16,MIX,16F,2.4,"48.870814, 2.29270899946"
2756348,64110601,Résident,Paris Carte,0.65,10.0,2014-03-09 11:45:12,2014-04-09 12:45:12,48 vis-à-vis RUE MOLITOR,16,MIX,16Y,2.4,"48.8452289999, 2.25939099985"
18663719,96230204,Rotatif,CB,4.8,2.0,2014-04-12 16:36:57,2014-04-12 18:36:57,29 terre-plein BOULEVARD DE VAUGIRARD,15,ROT,15H,2.4,"48.8414260002, 2.31824399984"
3129947,25841101,Rotatif,CB,4.8,2.0,2014-06-25 11:00:20,2014-06-25 13:00:20,105 AVENUE DAUMESNIL,12,MIX,12G,2.4,"48.84513, 2.38006999966"
8456304,70760402,Résident,CB,3.25,50.0,2014-04-29 00:06:51,2014-06-05 21:00:00,38 RUE PASCAL,13,MIX,13H,2.4,"48.8366580003, 2.34871499956"
14208899,98930702,Rotatif,CB,7.2,2.0,2014-10-02 09:56:44,2014-10-02 13:00:00,36 RUE VIVIENNE,2,MIX,2E,4.0,"48.8707009997, 2.34113999952"
4241002,68381203,Rotatif,Paris Carte,2.7,0.75,2014-06-13 10:53:41,2014-06-13 11:45:00,119 RUE NOTRE DAME DES CHAMPS,6,MIX,6G,4.0,"48.8406459996, 2.33505800032"
12594531,99072203,Rotatif,Paris Carte,4.8,2.0,2014-03-14 15:06:59,2014-03-14 17:06:59,187 BOULEVARD VOLTAIRE,11,ROT,11L,4.0,"48.8537079999, 2.38724500057"
2699584,98040102,Rotatif,Paris Carte,2.7,0.75,2014-03-07 17:13:42,2014-03-07 17:58:42,2 RUE VIGNON,9,MIX,9G,4.0,"48.8700299998, 2.32600500053"
15438560,52881204,Résident,CB,0.65,10.0,2014-01-21 19:44:26,2014-01-22 19:44:26,111 vis-à-vis RUE LAMARCK,18,MIX,18E,2.4,"48.8908550002, 2.33252700052"
11996403,69360202,Résident,Paris Carte,0.65,10.0,2014-03-03 14:36:26,2014-04-03 15:36:26,16 QUAI D ORLEANS,4,MIX,4E,4.0,"48.8515250001, 2.35465700009"
8488973,86450206,Rotatif,Paris Carte,0.6,0.25,2014-03-26 14:00:24,2014-03-26 14:15:24,34 terre-plein BOULEVARD SAINT JACQUES,14,MIX,14P,2.4,"48.832561, 2.33869299959"
17103398,77740201,Résident,Paris Carte,0.65,10.0,2014-02-01 11:28:33,2014-03-01 11:28:33,5 RUE POUSSIN,16,MIX,16W,2.4,"48.8488309996, 2.26527699947"
13167041,19900501,Rotatif,CB,1.2,1.0,2014-12-02 15:59:25,2014-12-02 16:59:25,101 RUE DU CHEVALERET,13,MIX,13S,2.4,"48.8305789996, 2.37480100063"
9222482,40240502,Rotatif,CB,4.8,2.0,2014-12-03 10:12:39,2014-12-03 12:12:39,10 vis-à-vis PLACE GENERAL CATROUX,17,MIX,17K,2.4,"48.8825349997, 2.31142499997"
22904541,13000102,Rotatif,Paris Carte,0.6,0.5,2014-02-10 10:36:01,2014-02-10 11:06:01,8 RUE BRILLAT SAVARIN,13,MIX,13F,2.4,"48.821808, 2.35186400056"
19726482,86290101,Rotatif,CB,2.4,2.0,2014-12-22 08:28:37,2014-12-22 12:00:00,6 vis-à-vis RUE DU SAINT GOTHARD,14,MIX,14H,2.4,"48.8296079998, 2.33548700067"
7318946,30980602,Rotatif,CB,1.8,0.5,2014-10-07 18:05:35,2014-10-07 18:35:35,26 RUE DES ECOLES,5,MIX,5J,4.0,"48.8488360004, 2.3479980003"
3773454,86351704,Rotatif,Paris Carte,6.3,1.75,2014-08-07 14:29:42,2014-08-07 16:14:42,256 RUE SAINT HONORE,1,MIX,1E,4.0,"48.8640600001, 2.33389299987"
9695504,47540902,Rotatif,CB,2.4,2.0,2014-05-27 12:53:31,2014-05-27 14:53:31,118 AVENUE D ITALIE,13,ROT,13M,2.4,"48.8241410003, 2.35776100052"
3968470,82580101,Rotatif,CB,2.4,2.0,2014-12-05 15:31:17,2014-12-05 17:31:17,3 RUE ROBERT FLEURY,15,MIX,15K,2.4,"48.8436129996, 2.30165400014"
24142330,40290105,Rotatif,CB,2.4,2.0,2014-09-22 18:33:20,2014-09-22 20:33:20,25 RUE DU GENERAL DELESTRAINT,16,MIX,16Y,2.4,"48.8420309996, 2.25819999987"
8586112,89010503,Rotatif,Paris Carte,1.2,0.5,2014-03-31 15:35:14,2014-03-31 16:05:14,55 RUE SEDAINE,11,MIX,11H,4.0,"48.8577369999, 2.37642899988"
9943160,50350201,Rotatif,Paris Carte,2.4,2.0,2014-05-13 15:28:45,2014-05-13 17:28:45,4 vis-à-vis RUE DU JOURDAIN,20,ROT,20M,2.4,"48.8749319996, 2.3892899997"
6494232,42650301,Rotatif,CB,7.2,2.0,2014-05-30 14:43:13,2014-05-30 16:43:13,22 vis-à-vis RUE DE GRAMONT,2,MIX,2E,4.0,"48.8706710002, 2.33685899946"
2271626,53110101,Résident,Paris Carte,0.65,10.0,2014-07-30 11:23:22,2014-07-31 11:23:22,17 RUE DE LA LANCETTE,12,MIX,12K,2.4,"48.8372730001, 2.39256299971"
22474990,36710102,Rotatif,CB,4.5,1.25,2014-10-20 18:10:48,2014-10-20 19:25:48,5 vis-à-vis QUAI AUX FLEURS,4,MIX,4E,4.0,"48.8531300004, 2.3522279995"
10602905,45670403,Rotatif,CB,3.6,1.5,2014-03-19 10:25:45,2014-03-19 11:55:45,109 AVENUE HENRI MARTIN,16,MIX,16M,2.4,"48.863225, 2.27047799997"
24222765,83760102,Résident,Paris Carte,0.65,10.0,2014-09-22 22:14:03,2014-09-23 21:00:00,4 RUE ROTROU,6,MIX,6E,4.0,"48.8494230002, 2.3383409999"
9991893,39550106,Rotatif,Paris Carte,1.2,0.5,2014-03-28 18:35:16,2014-03-28 19:05:16,50 RUE DE LA GARE DE REUILLY,12,MIX,12J,2.4,"48.8423509997, 2.39685899952"
15623964,69750201,Rotatif,CB,3.6,1.5,2014-01-27 17:22:04,2014-01-27 18:52:04,19 RUE D OUESSANT,15,MIX,15F,2.4,"48.8499710001, 2.29793499934"
6096494,9131305,Résident,CB,0.65,10.0,2014-06-17 02:06:47,2014-06-17 21:00:00,99 BOULEVARD BERTHIER,17,MIX,17N,2.4,"48.8856019997, 2.29394899932"
4519537,98691002,Rotatif,Paris Carte,1.2,1.0,2014-06-03 11:10:55,2014-06-03 12:10:55,62 RUE VIOLET,15,MIX,15L,2.4,"48.8455589999, 2.29116200006"
15661902,71770101,Rotatif,Paris Carte,1.9,0.79,2014-02-01 09:48:45,2014-02-01 12:00:00,0 RUE PAUL KLEE,13,MIX,13K,2.4,"48.8386020004, 2.37124299977"
8425267,53560102,Rotatif,CB,3.0,1.25,2014-04-16 12:56:55,2014-04-16 14:11:55,12 RUE DE LA ROCHEFOUCAULD,9,MIX,9E,4.0,"48.8776300003, 2.33435199987"
11713228,57600101,Rotatif,Paris Carte,1.8,0.75,2014-03-19 15:56:04,2014-03-19 16:41:04,1 RUE DE LOTA,16,MIX,16L,2.4,"48.867497, 2.27621200004"
17368033,30530302,Rotatif,CB,2.7,0.75,2014-11-28 10:01:16,2014-11-28 10:46:16,14 RUE DU SOMMERARD,5,MIX,5J,4.0,"48.850117, 2.34594700023"
13586094,41280102,Rotatif,CB,2.4,2.0,2014-11-02 12:47:39,2014-11-02 14:47:39,12 RUE GEORGES DUHAMEL,15,MIX,15J,2.4,"48.8363460002, 2.3124160002"
9015514,50630103,Rotatif,Paris Carte,1.2,0.5,2014-05-06 15:13:25,2014-05-06 15:43:25,15 RUE JULES CESAR,12,MIX,12E,2.4,"48.8489879997, 2.37002200049"
5754301,98300301,Rotatif,Paris Carte,3.6,1.0,2014-06-06 17:48:29,2014-06-06 18:48:29,25 bis RUE DE LA VILLE L EVEQUE,8,MIX,8H,4.0,"48.8718039997, 2.31923799954"
22226637,15690102,Résident,Paris Carte,0.65,10.0,2014-11-10 10:14:44,2014-10-13 21:00:00,4 RUE CARRIER BELLEUSE,15,MIX,15K,2.4,"48.8470140004, 2.30268799946"
3742204,16710102,Rotatif,Paris Carte,1.2,1.0,2014-06-25 15:15:57,2014-06-25 16:15:57,2 RUE DE CHABLIS,12,MIX,12F,2.4,"48.8360520002, 2.38473500036"
12417504,99170201,Rotatif,CB,4.5,1.25,2014-02-06 16:37:47,2014-02-06 17:52:47,3 vis-à-vis PLACE DES VOSGES,4,MIX,34F,4.0,"48.8551899999, 2.36497500029"
1419607,88720503,Rotatif,CB,2.4,1.0,2014-12-09 11:04:53,2014-12-09 12:04:53,37 RUE SCHEFFER,16,MIX,16K,2.4,"48.8618960004, 2.2821749999"
